repeat,split,num_feats,fold,accuracy,permutation,run
1,3,3,Test,0.5714285714285714,0,True
1,3,4,Train,0.8533333333333333,0,True
1,3,4,Test,0.5714285714285714,0,True
1,3,5,Train,0.8533333333333333,0,True
1,3,5,Test,0.5714285714285714,0,True
1,3,6,Train,0.8133333333333332,0,True
1,3,6,Test,0.5714285714285714,0,True
1,3,7,Train,0.8133333333333332,0,True
1,3,7,Test,0.5714285714285714,0,True
1,3,8,Train,0.8133333333333332,0,True
1,3,8,Test,0.5714285714285714,0,True
1,3,9,Train,0.8133333333333332,0,True
1,3,9,Test,0.5714285714285714,0,True
1,3,10,Train,0.7733333333333333,0,True
1,3,10,Test,0.5714285714285714,0,True
1,4,1,Train,0.7333333333333333,0,True
1,4,1,Test,0.8333333333333334,0,True
1,4,2,Train,0.8133333333333332,0,True
1,4,2,Test,0.6666666666666666,0,True
1,4,3,Train,0.8466666666666667,0,True
1,4,3,Test,0.3333333333333333,0,True
1,4,4,Train,0.8866666666666667,0,True
1,4,4,Test,0.3333333333333333,0,True
1,4,5,Train,0.8866666666666667,0,True
1,4,5,Test,0.5,0,True
1,4,6,Train,0.8866666666666667,0,True
1,4,6,Test,0.5,0,True
1,4,7,Train,0.8866666666666667,0,True
1,4,7,Test,0.5,0,True
1,4,8,Train,0.8866666666666667,0,True
1,4,8,Test,0.5,0,True
1,4,9,Train,0.8866666666666667,0,True
1,4,9,Test,0.5,0,True
1,4,10,Train,0.8866666666666667,0,True
1,4,10,Test,0.5,0,True
1,5,1,Train,0.8266666666666668,0,True
1,5,1,Test,0.4,0,True
1,5,2,Train,0.86,0,True
1,5,2,Test,0.4,0,True
1,5,3,Train,0.8933333333333333,0,True
1,5,3,Test,0.4,0,True
1,5,4,Train,0.8933333333333333,0,True
1,5,4,Test,0.4,0,True
1,5,5,Train,0.8933333333333333,0,True
1,5,5,Test,0.4,0,True
1,5,6,Train,0.8933333333333333,0,True
1,5,6,Test,0.4,0,True
1,5,7,Train,0.9,0,True
1,5,7,Test,0.4,0,True
1,5,8,Train,0.9333333333333333,0,True
1,5,8,Test,0.2,0,True
1,5,9,Train,0.9333333333333333,0,True
1,5,9,Test,0.2,0,True
1,5,10,Train,0.9333333333333333,0,True
1,5,10,Test,0.2,0,True
2,6,1,Train,0.7633333333333333,0,True
2,6,1,Test,0.5714285714285714,0,True
2,6,2,Train,0.8933333333333333,0,True
2,6,2,Test,0.5714285714285714,0,True
2,6,3,Train,0.8933333333333333,0,True
2,6,3,Test,0.7142857142857143,0,True
2,6,4,Train,0.8933333333333333,0,True
2,6,4,Test,0.5714285714285714,0,True
2,6,5,Train,0.8933333333333333,0,True
2,6,5,Test,0.5714285714285714,0,True
2,6,6,Train,0.8933333333333333,0,True
2,6,6,Test,0.5714285714285714,0,True
2,6,7,Train,0.8933333333333333,0,True
2,6,7,Test,0.5714285714285714,0,True
2,6,8,Train,0.8933333333333333,0,True
2,6,8,Test,0.5714285714285714,0,True
2,6,9,Train,0.8933333333333333,0,True
2,6,9,Test,0.5714285714285714,0,True
2,6,10,Train,0.8533333333333333,0,True
2,6,10,Test,0.5714285714285714,0,True
2,7,1,Train,0.8033333333333333,0,True
2,7,1,Test,0.2857142857142857,0,True
2,7,2,Train,0.85,0,True
2,7,2,Test,0.5714285714285714,0,True
2,7,3,Train,0.85,0,True
2,7,3,Test,0.5714285714285714,0,True
2,7,4,Train,0.8833333333333332,0,True
2,7,4,Test,0.7142857142857143,0,True
2,7,5,Train,0.8833333333333332,0,True
2,7,5,Test,0.7142857142857143,0,True
2,7,6,Train,0.8833333333333332,0,True
2,7,6,Test,0.5714285714285714,0,True
2,7,7,Train,0.9,0,True
2,7,7,Test,0.5714285714285714,0,True
2,7,8,Train,0.9333333333333332,0,True
2,7,8,Test,0.5714285714285714,0,True
2,7,9,Train,0.9333333333333332,0,True
2,7,9,Test,0.5714285714285714,0,True
2,7,10,Train,0.9333333333333332,0,True
2,7,10,Test,0.5714285714285714,0,True
2,8,1,Train,0.7633333333333333,0,True
2,8,1,Test,0.7142857142857143,0,True
2,8,2,Train,0.8433333333333334,0,True
2,8,2,Test,0.5714285714285714,0,True
2,8,3,Train,0.9266666666666665,0,True
2,8,3,Test,0.5714285714285714,0,True
2,8,4,Train,0.9266666666666665,0,True
2,8,4,Test,0.5714285714285714,0,True
2,8,5,Train,0.9266666666666665,0,True
2,8,5,Test,0.5714285714285714,0,True
2,8,6,Train,0.9266666666666665,0,True
2,8,6,Test,0.5714285714285714,0,True
2,8,7,Train,0.9266666666666665,0,True
2,8,7,Test,0.5714285714285714,0,True
2,8,8,Train,0.9266666666666665,0,True
2,8,8,Test,0.5714285714285714,0,True
2,8,9,Train,0.9266666666666665,0,True
2,8,9,Test,0.5714285714285714,0,True
2,8,10,Train,0.9266666666666665,0,True
2,8,10,Test,0.5714285714285714,0,True
2,9,1,Train,0.82,0,True
2,9,1,Test,0.16666666666666666,0,True
2,9,2,Train,0.8533333333333333,0,True
2,9,2,Test,0.3333333333333333,0,True
2,9,3,Train,0.8533333333333333,0,True
2,9,3,Test,0.6666666666666666,0,True
2,9,4,Train,0.86,0,True
2,9,4,Test,0.6666666666666666,0,True
2,9,5,Train,0.8933333333333333,0,True
2,9,5,Test,0.6666666666666666,0,True
2,9,6,Train,0.8933333333333333,0,True
2,9,6,Test,0.6666666666666666,0,True
2,9,7,Train,0.8933333333333333,0,True
2,9,7,Test,0.6666666666666666,0,True
2,9,8,Train,0.8933333333333333,0,True
2,9,8,Test,0.6666666666666666,0,True
2,9,9,Train,0.8933333333333333,0,True
2,9,9,Test,0.6666666666666666,0,True
2,9,10,Train,0.8933333333333333,0,True
2,9,10,Test,0.6666666666666666,0,True
2,10,1,Train,0.82,0,True
2,10,1,Test,0.8,0,True
2,10,2,Train,0.8266666666666665,0,True
2,10,2,Test,0.6,0,True
2,10,3,Train,0.8266666666666665,0,True
2,10,3,Test,0.6,0,True
2,10,4,Train,0.8266666666666665,0,True
2,10,4,Test,0.6,0,True
2,10,5,Train,0.8266666666666665,0,True
2,10,5,Test,0.8,0,True
2,10,6,Train,0.8266666666666668,0,True
2,10,6,Test,0.8,0,True
2,10,7,Train,0.8266666666666668,0,True
2,10,7,Test,0.8,0,True
2,10,8,Train,0.7933333333333333,0,True
2,10,8,Test,0.8,0,True
2,10,9,Train,0.7933333333333333,0,True
2,10,9,Test,0.8,0,True
2,10,10,Train,0.7933333333333333,0,True
2,10,10,Test,0.8,0,True
3,11,1,Train,0.7699999999999999,0,True
3,11,1,Test,0.7142857142857143,0,True
3,11,2,Train,0.8099999999999999,0,True
3,11,2,Test,0.42857142857142855,0,True
3,11,3,Train,0.8099999999999999,0,True
3,11,3,Test,0.42857142857142855,0,True
3,11,4,Train,0.8099999999999999,0,True
3,11,4,Test,0.5714285714285714,0,True
3,11,5,Train,0.8099999999999999,0,True
3,11,5,Test,0.7142857142857143,0,True
3,11,6,Train,0.8099999999999999,0,True
3,11,6,Test,0.42857142857142855,0,True
3,11,7,Train,0.8099999999999999,0,True
3,11,7,Test,0.42857142857142855,0,True
3,11,8,Train,0.8099999999999999,0,True
3,11,8,Test,0.42857142857142855,0,True
3,11,9,Train,0.8099999999999999,0,True
3,11,9,Test,0.42857142857142855,0,True
3,11,10,Train,0.8099999999999999,0,True
3,11,10,Test,0.42857142857142855,0,True
3,12,1,Train,0.6900000000000001,0,True
3,12,1,Test,0.5714285714285714,0,True
3,12,2,Train,0.77,0,True
3,12,2,Test,0.5714285714285714,0,True
3,12,3,Train,0.77,0,True
3,12,3,Test,0.42857142857142855,0,True
3,12,4,Train,0.78,0,True
3,12,4,Test,0.42857142857142855,0,True
3,12,5,Train,0.86,0,True
3,12,5,Test,0.42857142857142855,0,True
3,12,6,Train,0.86,0,True
3,12,6,Test,0.42857142857142855,0,True
3,12,7,Train,0.86,0,True
3,12,7,Test,0.42857142857142855,0,True
3,12,8,Train,0.8933333333333333,0,True
3,12,8,Test,0.2857142857142857,0,True
3,12,9,Train,0.8933333333333333,0,True
3,12,9,Test,0.2857142857142857,0,True
3,12,10,Train,0.8933333333333333,0,True
3,12,10,Test,0.2857142857142857,0,True
3,13,1,Train,0.7633333333333333,0,True
3,13,1,Test,0.42857142857142855,0,True
3,13,2,Train,0.8433333333333334,0,True
3,13,2,Test,0.42857142857142855,0,True
3,13,3,Train,0.8433333333333334,0,True
3,13,3,Test,0.42857142857142855,0,True
3,13,4,Train,0.8099999999999999,0,True
3,13,4,Test,0.42857142857142855,0,True
3,13,5,Train,0.8099999999999999,0,True
3,13,5,Test,0.42857142857142855,0,True
3,13,6,Train,0.8099999999999999,0,True
3,13,6,Test,0.42857142857142855,0,True
3,13,7,Train,0.8099999999999999,0,True
3,13,7,Test,0.5714285714285714,0,True
3,13,8,Train,0.82,0,True
3,13,8,Test,0.5714285714285714,0,True
3,13,9,Train,0.82,0,True
3,13,9,Test,0.5714285714285714,0,True
3,13,10,Train,0.82,0,True
3,13,10,Test,0.5714285714285714,0,True
3,14,1,Train,0.8133333333333332,0,True
3,14,1,Test,0.5,0,True
3,14,2,Train,0.8533333333333333,0,True
3,14,2,Test,0.6666666666666666,0,True
3,14,3,Train,0.8533333333333333,0,True
3,14,3,Test,0.5,0,True
3,14,4,Train,0.8533333333333333,0,True
3,14,4,Test,0.5,0,True
3,14,5,Train,0.8133333333333332,0,True
3,14,5,Test,0.5,0,True
3,14,6,Train,0.8133333333333332,0,True
3,14,6,Test,0.6666666666666666,0,True
3,14,7,Train,0.8133333333333332,0,True
3,14,7,Test,0.6666666666666666,0,True
3,14,8,Train,0.8533333333333333,0,True
3,14,8,Test,0.6666666666666666,0,True
3,14,9,Train,0.8533333333333333,0,True
3,14,9,Test,0.6666666666666666,0,True
3,14,10,Train,0.8533333333333333,0,True
3,14,10,Test,0.6666666666666666,0,True
3,15,1,Train,0.8533333333333333,0,True
3,15,1,Test,0.6,0,True
3,15,2,Train,0.9266666666666667,0,True
3,15,2,Test,0.6,0,True
3,15,3,Train,0.9266666666666667,0,True
3,15,3,Test,0.6,0,True
3,15,4,Train,0.9266666666666667,0,True
3,15,4,Test,0.6,0,True
3,15,5,Train,0.9266666666666667,0,True
3,15,5,Test,0.6,0,True
3,15,6,Train,0.9266666666666667,0,True
3,15,6,Test,0.6,0,True
3,15,7,Train,0.9266666666666667,0,True
3,15,7,Test,0.6,0,True
3,15,8,Train,0.9266666666666667,0,True
3,15,8,Test,0.6,0,True
3,15,9,Train,0.9266666666666667,0,True
3,15,9,Test,0.6,0,True
3,15,10,Train,0.9266666666666667,0,True
3,15,10,Test,0.6,0,True
4,16,1,Train,0.8433333333333334,0,True
4,16,1,Test,0.42857142857142855,0,True
4,16,2,Train,0.8933333333333333,0,True
4,16,2,Test,0.5714285714285714,0,True
4,16,3,Train,0.8933333333333333,0,True
4,16,3,Test,0.5714285714285714,0,True
4,16,4,Train,0.8933333333333333,0,True
4,16,4,Test,0.5714285714285714,0,True
4,16,5,Train,0.8933333333333333,0,True
4,16,5,Test,0.42857142857142855,0,True
4,16,6,Train,0.8933333333333333,0,True
4,16,6,Test,0.42857142857142855,0,True
4,16,7,Train,0.8933333333333333,0,True
4,16,7,Test,0.42857142857142855,0,True
4,16,8,Train,0.8933333333333333,0,True
4,16,8,Test,0.42857142857142855,0,True
4,16,9,Train,0.8933333333333333,0,True
4,16,9,Test,0.42857142857142855,0,True
4,16,10,Train,0.8933333333333333,0,True
4,16,10,Test,0.42857142857142855,0,True
4,17,1,Train,0.7300000000000001,0,True
4,17,1,Test,0.42857142857142855,0,True
4,17,2,Train,0.78,0,True
4,17,2,Test,0.5714285714285714,0,True
4,17,3,Train,0.78,0,True
4,17,3,Test,0.5714285714285714,0,True
4,17,4,Train,0.78,0,True
4,17,4,Test,0.5714285714285714,0,True
4,17,5,Train,0.78,0,True
4,17,5,Test,0.5714285714285714,0,True
4,17,6,Train,0.78,0,True
4,17,6,Test,0.5714285714285714,0,True
4,17,7,Train,0.7466666666666667,0,True
4,17,7,Test,0.5714285714285714,0,True
4,17,8,Train,0.7300000000000001,0,True
4,17,8,Test,0.2857142857142857,0,True
4,17,9,Train,0.78,0,True
4,17,9,Test,0.2857142857142857,0,True
4,17,10,Train,0.78,0,True
4,17,10,Test,0.2857142857142857,0,True
4,18,1,Train,0.7633333333333333,0,True
4,18,1,Test,0.8571428571428571,0,True
4,18,2,Train,0.8533333333333333,0,True
4,18,2,Test,0.8571428571428571,0,True
4,18,3,Train,0.8933333333333333,0,True
4,18,3,Test,0.8571428571428571,0,True
4,18,4,Train,0.8933333333333333,0,True
4,18,4,Test,0.8571428571428571,0,True
4,18,5,Train,0.8933333333333333,0,True
4,18,5,Test,0.8571428571428571,0,True
4,18,6,Train,0.8933333333333333,0,True
4,18,6,Test,0.8571428571428571,0,True
4,18,7,Train,0.8933333333333333,0,True
4,18,7,Test,0.8571428571428571,0,True
4,18,8,Train,0.8933333333333333,0,True
4,18,8,Test,0.8571428571428571,0,True
4,18,9,Train,0.8933333333333333,0,True
4,18,9,Test,0.8571428571428571,0,True
4,18,10,Train,0.8933333333333333,0,True
4,18,10,Test,0.8571428571428571,0,True
4,19,1,Train,0.8533333333333333,0,True
4,19,1,Test,0.3333333333333333,0,True
4,19,2,Train,0.8533333333333333,0,True
4,19,2,Test,0.3333333333333333,0,True
4,19,3,Train,0.8533333333333333,0,True
4,19,3,Test,0.3333333333333333,0,True
4,19,4,Train,0.8533333333333333,0,True
4,19,4,Test,0.5,0,True
4,19,5,Train,0.8533333333333333,0,True
4,19,5,Test,0.5,0,True
4,19,6,Train,0.8533333333333333,0,True
4,19,6,Test,0.5,0,True
4,19,7,Train,0.8133333333333332,0,True
4,19,7,Test,0.5,0,True
4,19,8,Train,0.8133333333333332,0,True
4,19,8,Test,0.5,0,True
4,19,9,Train,0.8133333333333332,0,True
4,19,9,Test,0.3333333333333333,0,True
4,19,10,Train,0.8533333333333333,0,True
4,19,10,Test,0.3333333333333333,0,True
4,20,1,Train,0.7866666666666667,0,True
4,20,1,Test,0.8,0,True
4,20,2,Train,0.7933333333333333,0,True
4,20,2,Test,0.8,0,True
4,20,3,Train,0.82,0,True
4,20,3,Test,0.6,0,True
4,20,4,Train,0.82,0,True
4,20,4,Test,0.6,0,True
4,20,5,Train,0.7933333333333333,0,True
4,20,5,Test,0.8,0,True
4,20,6,Train,0.7533333333333333,0,True
4,20,6,Test,0.8,0,True
4,20,7,Train,0.7933333333333333,0,True
4,20,7,Test,0.8,0,True
4,20,8,Train,0.76,0,True
4,20,8,Test,0.8,0,True
4,20,9,Train,0.7533333333333333,0,True
4,20,9,Test,0.8,0,True
4,20,10,Train,0.7533333333333333,0,True
4,20,10,Test,0.8,0,True
5,21,1,Train,0.7133333333333333,0,True
5,21,1,Test,0.8571428571428571,0,True
5,21,2,Train,0.7699999999999999,0,True
5,21,2,Test,0.8571428571428571,0,True
5,21,3,Train,0.7699999999999999,0,True
5,21,3,Test,0.8571428571428571,0,True
5,21,4,Train,0.82,0,True
5,21,4,Test,0.8571428571428571,0,True
5,21,5,Train,0.8533333333333333,0,True
5,21,5,Test,0.7142857142857143,0,True
5,21,6,Train,0.86,0,True
5,21,6,Test,0.7142857142857143,0,True
5,21,7,Train,0.86,0,True
5,21,7,Test,0.7142857142857143,0,True
5,21,8,Train,0.86,0,True
5,21,8,Test,0.8571428571428571,0,True
5,21,9,Train,0.8933333333333333,0,True
5,21,9,Test,0.8571428571428571,0,True
5,21,10,Train,0.8933333333333333,0,True
5,21,10,Test,0.8571428571428571,0,True
5,22,1,Train,0.8099999999999999,0,True
5,22,1,Test,0.7142857142857143,0,True
5,22,2,Train,0.8433333333333334,0,True
5,22,2,Test,0.7142857142857143,0,True
5,22,3,Train,0.8433333333333334,0,True
5,22,3,Test,0.7142857142857143,0,True
5,22,4,Train,0.8833333333333332,0,True
5,22,4,Test,0.7142857142857143,0,True
5,22,5,Train,0.8833333333333332,0,True
5,22,5,Test,0.7142857142857143,0,True
5,22,6,Train,0.8833333333333332,0,True
5,22,6,Test,0.5714285714285714,0,True
5,22,7,Train,0.8833333333333332,0,True
5,22,7,Test,0.5714285714285714,0,True
5,22,8,Train,0.8833333333333332,0,True
5,22,8,Test,0.5714285714285714,0,True
5,22,9,Train,0.8933333333333333,0,True
5,22,9,Test,0.42857142857142855,0,True
5,22,10,Train,0.8933333333333333,0,True
5,22,10,Test,0.42857142857142855,0,True
5,23,1,Train,0.7733333333333333,0,True
5,23,1,Test,0.42857142857142855,0,True
5,23,2,Train,0.8133333333333332,0,True
5,23,2,Test,0.5714285714285714,0,True
5,23,3,Train,0.8533333333333333,0,True
5,23,3,Test,0.42857142857142855,0,True
5,23,4,Train,0.8533333333333333,0,True
5,23,4,Test,0.42857142857142855,0,True
5,23,5,Train,0.8533333333333333,0,True
5,23,5,Test,0.2857142857142857,0,True
5,23,6,Train,0.8533333333333333,0,True
5,23,6,Test,0.2857142857142857,0,True
5,23,7,Train,0.8533333333333333,0,True
5,23,7,Test,0.5714285714285714,0,True
5,23,8,Train,0.8533333333333333,0,True
5,23,8,Test,0.5714285714285714,0,True
5,23,9,Train,0.8533333333333333,0,True
5,23,9,Test,0.5714285714285714,0,True
5,23,10,Train,0.8533333333333333,0,True
5,23,10,Test,0.5714285714285714,0,True
5,24,1,Train,0.7333333333333333,0,True
5,24,1,Test,0.6666666666666666,0,True
5,24,2,Train,0.7733333333333333,0,True
5,24,2,Test,0.6666666666666666,0,True
5,24,3,Train,0.7733333333333333,0,True
5,24,3,Test,0.6666666666666666,0,True
5,24,4,Train,0.7733333333333333,0,True
5,24,4,Test,0.6666666666666666,0,True
5,24,5,Train,0.7733333333333333,0,True
5,24,5,Test,0.5,0,True
5,24,6,Train,0.7733333333333333,0,True
5,24,6,Test,0.6666666666666666,0,True
5,24,7,Train,0.7733333333333333,0,True
5,24,7,Test,0.5,0,True
5,24,8,Train,0.7733333333333333,0,True
5,24,8,Test,0.5,0,True
5,24,9,Train,0.7733333333333333,0,True
5,24,9,Test,0.5,0,True
5,24,10,Train,0.7733333333333333,0,True
5,24,10,Test,0.5,0,True
5,25,1,Train,0.82,0,True
5,25,1,Test,0.4,0,True
5,25,2,Train,0.86,0,True
5,25,2,Test,0.4,0,True
5,25,3,Train,0.8933333333333333,0,True
5,25,3,Test,0.4,0,True
5,25,4,Train,0.8933333333333333,0,True
5,25,4,Test,0.4,0,True
5,25,5,Train,0.8933333333333333,0,True
5,25,5,Test,0.4,0,True
5,25,6,Train,0.8933333333333333,0,True
5,25,6,Test,0.2,0,True
5,25,7,Train,0.8933333333333333,0,True
5,25,7,Test,0.2,0,True
5,25,8,Train,0.8933333333333333,0,True
5,25,8,Test,0.2,0,True
5,25,9,Train,0.8933333333333333,0,True
5,25,9,Test,0.2,0,True
5,25,10,Train,0.8933333333333333,0,True
5,25,10,Test,0.2,0,True
6,26,1,Train,0.8033333333333333,0,True
6,26,1,Test,0.8571428571428571,0,True
6,26,2,Train,0.8933333333333333,0,True
6,26,2,Test,0.7142857142857143,0,True
6,26,3,Train,0.8933333333333333,0,True
6,26,3,Test,0.7142857142857143,0,True
6,26,4,Train,0.8933333333333333,0,True
6,26,4,Test,0.7142857142857143,0,True
6,26,5,Train,0.8933333333333333,0,True
6,26,5,Test,0.7142857142857143,0,True
6,26,6,Train,0.8933333333333333,0,True
6,26,6,Test,0.7142857142857143,0,True
6,26,7,Train,0.8933333333333333,0,True
6,26,7,Test,0.7142857142857143,0,True
6,26,8,Train,0.8933333333333333,0,True
6,26,8,Test,0.7142857142857143,0,True
6,26,9,Train,0.8933333333333333,0,True
6,26,9,Test,0.7142857142857143,0,True
6,26,10,Train,0.8933333333333333,0,True
6,26,10,Test,0.7142857142857143,0,True
6,27,1,Train,0.7933333333333333,0,True
6,27,1,Test,0.42857142857142855,0,True
6,27,2,Train,0.8433333333333334,0,True
6,27,2,Test,0.5714285714285714,0,True
6,27,3,Train,0.8433333333333334,0,True
6,27,3,Test,0.2857142857142857,0,True
6,27,4,Train,0.8433333333333334,0,True
6,27,4,Test,0.2857142857142857,0,True
6,27,5,Train,0.8433333333333334,0,True
6,27,5,Test,0.2857142857142857,0,True
6,27,6,Train,0.8433333333333334,0,True
6,27,6,Test,0.2857142857142857,0,True
6,27,7,Train,0.8433333333333334,0,True
6,27,7,Test,0.2857142857142857,0,True
6,27,8,Train,0.8433333333333334,0,True
6,27,8,Test,0.2857142857142857,0,True
6,27,9,Train,0.8433333333333334,0,True
6,27,9,Test,0.5714285714285714,0,True
6,27,10,Train,0.8433333333333334,0,True
6,27,10,Test,0.5714285714285714,0,True
6,28,1,Train,0.8099999999999999,0,True
6,28,1,Test,0.8571428571428571,0,True
6,28,2,Train,0.82,0,True
6,28,2,Test,1.0,0,True
6,28,3,Train,0.82,0,True
6,28,3,Test,1.0,0,True
6,28,4,Train,0.82,0,True
6,28,4,Test,0.5714285714285714,0,True
6,28,5,Train,0.82,0,True
6,28,5,Test,0.5714285714285714,0,True
6,28,6,Train,0.82,0,True
6,28,6,Test,0.5714285714285714,0,True
6,28,7,Train,0.82,0,True
6,28,7,Test,0.7142857142857143,0,True
6,28,8,Train,0.82,0,True
6,28,8,Test,0.42857142857142855,0,True
6,28,9,Train,0.82,0,True
6,28,9,Test,0.5714285714285714,0,True
6,28,10,Train,0.82,0,True
6,28,10,Test,0.5714285714285714,0,True
6,29,1,Train,0.82,0,True
6,29,1,Test,0.6666666666666666,0,True
6,29,2,Train,0.8933333333333333,0,True
6,29,2,Test,0.6666666666666666,0,True
6,29,3,Train,0.8533333333333333,0,True
6,29,3,Test,0.6666666666666666,0,True
6,29,4,Train,0.8533333333333333,0,True
6,29,4,Test,0.6666666666666666,0,True
6,29,5,Train,0.8533333333333333,0,True
6,29,5,Test,0.6666666666666666,0,True
6,29,6,Train,0.8533333333333333,0,True
6,29,6,Test,0.6666666666666666,0,True
6,29,7,Train,0.8533333333333333,0,True
6,29,7,Test,0.6666666666666666,0,True
6,29,8,Train,0.8933333333333333,0,True
6,29,8,Test,0.8333333333333334,0,True
6,29,9,Train,0.9333333333333332,0,True
6,29,9,Test,0.8333333333333334,0,True
6,29,10,Train,0.9333333333333332,0,True
6,29,10,Test,0.8333333333333334,0,True
6,30,1,Train,0.8133333333333332,0,True
6,30,1,Test,0.6,0,True
6,30,2,Train,0.8533333333333333,0,True
6,30,2,Test,0.6,0,True
6,30,3,Train,0.8933333333333333,0,True
6,30,3,Test,0.6,0,True
6,30,4,Train,0.8933333333333333,0,True
6,30,4,Test,0.6,0,True
6,30,5,Train,0.8933333333333333,0,True
6,30,5,Test,0.6,0,True
6,30,6,Train,0.8933333333333333,0,True
6,30,6,Test,0.6,0,True
6,30,7,Train,0.8933333333333333,0,True
6,30,7,Test,0.6,0,True
6,30,8,Train,0.8933333333333333,0,True
6,30,8,Test,0.8,0,True
6,30,9,Train,0.8933333333333333,0,True
6,30,9,Test,0.6,0,True
6,30,10,Train,0.86,0,True
6,30,10,Test,0.8,0,True
7,31,1,Train,0.7966666666666666,0,True
7,31,1,Test,0.7142857142857143,0,True
7,31,2,Train,0.8366666666666667,0,True
7,31,2,Test,0.7142857142857143,0,True
7,31,3,Train,0.8366666666666667,0,True
7,31,3,Test,0.7142857142857143,0,True
7,31,4,Train,0.8366666666666667,0,True
7,31,4,Test,0.7142857142857143,0,True
7,31,5,Train,0.8366666666666667,0,True
7,31,5,Test,0.7142857142857143,0,True
7,31,6,Train,0.8466666666666667,0,True
7,31,6,Test,0.7142857142857143,0,True
7,31,7,Train,0.8466666666666667,0,True
7,31,7,Test,0.7142857142857143,0,True
7,31,8,Train,0.8466666666666667,0,True
7,31,8,Test,0.7142857142857143,0,True
7,31,9,Train,0.8466666666666667,0,True
7,31,9,Test,0.7142857142857143,0,True
7,31,10,Train,0.8466666666666667,0,True
7,31,10,Test,0.7142857142857143,0,True
7,32,1,Train,0.7633333333333333,0,True
7,32,1,Test,0.42857142857142855,0,True
7,32,2,Train,0.8033333333333333,0,True
7,32,2,Test,0.42857142857142855,0,True
7,32,3,Train,0.8033333333333333,0,True
7,32,3,Test,0.42857142857142855,0,True
7,32,4,Train,0.8033333333333333,0,True
7,32,4,Test,0.7142857142857143,0,True
7,32,5,Train,0.8033333333333333,0,True
7,32,5,Test,0.7142857142857143,0,True
7,32,6,Train,0.8033333333333333,0,True
7,32,6,Test,0.7142857142857143,0,True
7,32,7,Train,0.8033333333333333,0,True
7,32,7,Test,0.8571428571428571,0,True
7,32,8,Train,0.8033333333333333,0,True
7,32,8,Test,0.8571428571428571,0,True
7,32,9,Train,0.8033333333333333,0,True
7,32,9,Test,0.8571428571428571,0,True
7,32,10,Train,0.8033333333333333,0,True
7,32,10,Test,0.7142857142857143,0,True
7,33,1,Train,0.6833333333333333,0,True
7,33,1,Test,0.5714285714285714,0,True
7,33,2,Train,0.7433333333333334,0,True
7,33,2,Test,0.42857142857142855,0,True
7,33,3,Train,0.7933333333333333,0,True
7,33,3,Test,0.42857142857142855,0,True
7,33,4,Train,0.8133333333333332,0,True
7,33,4,Test,0.42857142857142855,0,True
7,33,5,Train,0.8133333333333332,0,True
7,33,5,Test,0.42857142857142855,0,True
7,33,6,Train,0.8133333333333332,0,True
7,33,6,Test,0.42857142857142855,0,True
7,33,7,Train,0.8133333333333332,0,True
7,33,7,Test,0.42857142857142855,0,True
7,33,8,Train,0.8133333333333332,0,True
7,33,8,Test,0.5714285714285714,0,True
7,33,9,Train,0.8533333333333333,0,True
7,33,9,Test,0.5714285714285714,0,True
7,33,10,Train,0.8533333333333333,0,True
7,33,10,Test,0.5714285714285714,0,True
7,34,1,Train,0.78,0,True
7,34,1,Test,0.6666666666666666,0,True
7,34,2,Train,0.82,0,True
