repeat,split,num_feats,fold,accuracy,permutation,run
2,10,9,Test,0.4,0,True
2,10,10,Train,0.8833333333333334,0,True
2,10,10,Test,0.4,0,True
3,11,1,Train,0.8033333333333333,0,True
3,11,1,Test,0.42857142857142855,0,True
3,11,2,Train,0.9199999999999999,0,True
3,11,2,Test,0.42857142857142855,0,True
3,11,3,Train,0.9099999999999999,0,True
3,11,3,Test,0.2857142857142857,0,True
3,11,4,Train,0.9099999999999999,0,True
3,11,4,Test,0.42857142857142855,0,True
3,11,5,Train,0.9099999999999999,0,True
3,11,5,Test,0.42857142857142855,0,True
3,11,6,Train,0.9099999999999999,0,True
3,11,6,Test,0.42857142857142855,0,True
3,11,7,Train,0.8699999999999999,0,True
3,11,7,Test,0.42857142857142855,0,True
3,11,8,Train,0.8699999999999999,0,True
3,11,8,Test,0.5714285714285714,0,True
3,11,9,Train,0.9099999999999999,0,True
3,11,9,Test,0.5714285714285714,0,True
3,11,10,Train,0.8699999999999999,0,True
3,11,10,Test,0.5714285714285714,0,True
3,12,1,Train,0.8,0,True
3,12,1,Test,0.6,0,True
3,12,2,Train,0.7633333333333333,0,True
3,12,2,Test,0.8,0,True
3,12,3,Train,0.8033333333333333,0,True
3,12,3,Test,0.8,0,True
3,12,4,Train,0.79,0,True
3,12,4,Test,0.8,0,True
3,12,5,Train,0.8699999999999999,0,True
3,12,5,Test,0.6,0,True
3,12,6,Train,0.8433333333333334,0,True
3,12,6,Test,0.8,0,True
3,12,7,Train,0.8033333333333333,0,True
3,12,7,Test,0.8,0,True
3,12,8,Train,0.7733333333333333,0,True
3,12,8,Test,0.8,0,True
3,12,9,Train,0.7733333333333333,0,True
3,12,9,Test,0.8,0,True
3,12,10,Train,0.8133333333333332,0,True
3,12,10,Test,0.8,0,True
3,13,1,Train,0.78,0,True
3,13,1,Test,0.2,0,True
3,13,2,Train,0.8699999999999999,0,True
3,13,2,Test,0.2,0,True
3,13,3,Train,0.9099999999999999,0,True
3,13,3,Test,0.4,0,True
3,13,4,Train,0.8699999999999999,0,True
3,13,4,Test,0.4,0,True
3,13,5,Train,0.8400000000000001,0,True
3,13,5,Test,0.4,0,True
3,13,6,Train,0.9199999999999999,0,True
3,13,6,Test,0.4,0,True
3,13,7,Train,0.9199999999999999,0,True
3,13,7,Test,0.6,0,True
3,13,8,Train,0.9199999999999999,0,True
3,13,8,Test,0.4,0,True
3,13,9,Train,0.96,0,True
3,13,9,Test,0.6,0,True
3,13,10,Train,0.9199999999999999,0,True
3,13,10,Test,0.4,0,True
3,14,1,Train,0.7133333333333333,0,True
3,14,1,Test,0.6,0,True
3,14,2,Train,0.79,0,True
3,14,2,Test,0.8,0,True
3,14,3,Train,0.78,0,True
3,14,3,Test,0.8,0,True
3,14,4,Train,0.75,0,True
3,14,4,Test,0.8,0,True
3,14,5,Train,0.79,0,True
3,14,5,Test,0.4,0,True
3,14,6,Train,0.79,0,True
3,14,6,Test,0.6,0,True
3,14,7,Train,0.8300000000000001,0,True
3,14,7,Test,0.6,0,True
3,14,8,Train,0.8300000000000001,0,True
3,14,8,Test,0.2,0,True
3,14,9,Train,0.8300000000000001,0,True
3,14,9,Test,0.4,0,True
3,14,10,Train,0.8300000000000001,0,True
3,14,10,Test,0.2,0,True
3,15,1,Train,0.7733333333333333,0,True
3,15,1,Test,0.4,0,True
3,15,2,Train,0.8800000000000001,0,True
3,15,2,Test,0.6,0,True
3,15,3,Train,0.8800000000000001,0,True
3,15,3,Test,0.6,0,True
3,15,4,Train,0.9199999999999999,0,True
3,15,4,Test,0.6,0,True
3,15,5,Train,0.9199999999999999,0,True
3,15,5,Test,0.6,0,True
3,15,6,Train,0.9199999999999999,0,True
3,15,6,Test,0.8,0,True
3,15,7,Train,0.9099999999999999,0,True
3,15,7,Test,0.8,0,True
3,15,8,Train,0.8699999999999999,0,True
3,15,8,Test,0.8,0,True
3,15,9,Train,0.8433333333333334,0,True
3,15,9,Test,0.6,0,True
3,15,10,Train,0.8699999999999999,0,True
3,15,10,Test,0.6,0,True
4,16,1,Train,0.7766666666666666,0,True
4,16,1,Test,0.42857142857142855,0,True
4,16,2,Train,0.8433333333333334,0,True
4,16,2,Test,0.42857142857142855,0,True
4,16,3,Train,0.8933333333333333,0,True
4,16,3,Test,0.2857142857142857,0,True
4,16,4,Train,0.8933333333333333,0,True
4,16,4,Test,0.2857142857142857,0,True
4,16,5,Train,0.8933333333333333,0,True
4,16,5,Test,0.2857142857142857,0,True
4,16,6,Train,0.8933333333333333,0,True
4,16,6,Test,0.2857142857142857,0,True
4,16,7,Train,0.8933333333333333,0,True
4,16,7,Test,0.2857142857142857,0,True
4,16,8,Train,0.8933333333333333,0,True
4,16,8,Test,0.42857142857142855,0,True
4,16,9,Train,0.8933333333333333,0,True
4,16,9,Test,0.42857142857142855,0,True
4,16,10,Train,0.8933333333333333,0,True
4,16,10,Test,0.42857142857142855,0,True
4,17,1,Train,0.7633333333333333,0,True
4,17,1,Test,0.4,0,True
4,17,2,Train,0.8699999999999999,0,True
4,17,2,Test,0.4,0,True
4,17,3,Train,0.8699999999999999,0,True
4,17,3,Test,0.4,0,True
4,17,4,Train,0.9099999999999999,0,True
4,17,4,Test,0.6,0,True
4,17,5,Train,0.9099999999999999,0,True
4,17,5,Test,0.6,0,True
4,17,6,Train,0.9099999999999999,0,True
4,17,6,Test,0.4,0,True
4,17,7,Train,0.9099999999999999,0,True
4,17,7,Test,0.6,0,True
4,17,8,Train,0.8699999999999999,0,True
4,17,8,Test,0.4,0,True
4,17,9,Train,0.8300000000000001,0,True
4,17,9,Test,0.4,0,True
4,17,10,Train,0.8300000000000001,0,True
4,17,10,Test,0.6,0,True
4,18,1,Train,0.8400000000000001,0,True
4,18,1,Test,0.2,0,True
4,18,2,Train,0.8800000000000001,0,True
4,18,2,Test,0.4,0,True
4,18,3,Train,0.8800000000000001,0,True
4,18,3,Test,0.4,0,True
4,18,4,Train,0.8800000000000001,0,True
4,18,4,Test,0.4,0,True
4,18,5,Train,0.8800000000000001,0,True
4,18,5,Test,0.6,0,True
4,18,6,Train,0.9199999999999999,0,True
4,18,6,Test,0.6,0,True
4,18,7,Train,0.8699999999999999,0,True
4,18,7,Test,0.6,0,True
4,18,8,Train,0.9199999999999999,0,True
4,18,8,Test,0.4,0,True
4,18,9,Train,0.8400000000000001,0,True
4,18,9,Test,0.4,0,True
4,18,10,Train,0.8400000000000001,0,True
4,18,10,Test,0.4,0,True
4,19,1,Train,0.8300000000000001,0,True
4,19,1,Test,0.2,0,True
4,19,2,Train,0.8800000000000001,0,True
4,19,2,Test,0.4,0,True
4,19,3,Train,0.9199999999999999,0,True
4,19,3,Test,0.4,0,True
4,19,4,Train,0.8800000000000001,0,True
4,19,4,Test,0.6,0,True
4,19,5,Train,0.8800000000000001,0,True
4,19,5,Test,0.6,0,True
4,19,6,Train,0.8800000000000001,0,True
4,19,6,Test,0.6,0,True
4,19,7,Train,0.8300000000000001,0,True
4,19,7,Test,0.8,0,True
4,19,8,Train,0.8800000000000001,0,True
4,19,8,Test,0.8,0,True
4,19,9,Train,0.8800000000000001,0,True
4,19,9,Test,0.6,0,True
4,19,10,Train,0.8800000000000001,0,True
4,19,10,Test,0.6,0,True
4,20,1,Train,0.78,0,True
4,20,1,Test,0.0,0,True
4,20,2,Train,0.8300000000000001,0,True
4,20,2,Test,0.6,0,True
4,20,3,Train,0.8800000000000001,0,True
4,20,3,Test,0.4,0,True
4,20,4,Train,0.8800000000000001,0,True
4,20,4,Test,0.0,0,True
4,20,5,Train,0.8800000000000001,0,True
4,20,5,Test,0.0,0,True
4,20,6,Train,0.8800000000000001,0,True
4,20,6,Test,0.2,0,True
4,20,7,Train,0.8800000000000001,0,True
4,20,7,Test,0.0,0,True
4,20,8,Train,0.8800000000000001,0,True
4,20,8,Test,0.0,0,True
4,20,9,Train,0.8400000000000001,0,True
4,20,9,Test,0.0,0,True
4,20,10,Train,0.8800000000000001,0,True
4,20,10,Test,0.0,0,True
